
# Surface 0 of 1 surfaces

# Curve title: "g(x,y)"

# IsoCurve 0, 100 points
# x y z type
-10 -10  380 i
-4.74747  7.42972  31.7379 i
-4.54545  7.42972  30.5534 i
-4.34343  7.42972  29.4505 i
-4.14141  7.42972  28.4293 i
-3.93939  7.42972  27.4897 i
-3.73737  7.42972  26.6317 i
-3.53535  7.42972  25.8553 i
-3.33333  7.42972  25.1606 i
-3.13131  7.42972  24.5474 i
-2.92929  7.42972  24.016 i
-2.72727  7.42972  23.5661 i
-2.52525  7.42972  23.1978 i
-2.32323  7.42972  22.9112 i
-2.12121  7.42972  22.7062 i
-1.91919  7.42972  22.5829 i
-1.71717  7.42972  22.5411 i
-1.51515  7.42972  22.581 i
-1.31313  7.42972  22.7025 i
-1.11111  7.42972  22.9056 i
-0.909091  7.42972  23.1904 i
-0.707071  7.42972  23.5567 i
-0.505051  7.42972  24.0047 i
-0.30303  7.42972  24.5344 i
-0.10101  7.42972  25.1456 i
 0.10101  7.42972  25.8385 i
 0.30303  7.42972  26.613 i
 0.505051  7.42972  27.4691 i
 0.707071  7.42972  28.4068 i
 0.909091  7.42972  29.4262 i
 1.11111  7.42972  30.5272 i
 1.31313  7.42972  31.7098 i
 1.51515  7.42972  32.9741 i
 1.71717  7.42972  34.3199 i
 1.91919  7.42972  35.7474 i
 2.12121  7.42972  37.2565 i
 2.32323  7.42972  38.8473 i
 2.52525  7.42972  40.5197 i
 2.72727  7.42972  42.2736 i
 2.92929  7.42972  44.1093 i
 3.13131  7.42972  46.0265 i
 3.33333  7.42972  48.0254 i
 3.53535  7.42972  50.1058 i
 3.73737  7.42972  52.268 i
 3.93939  7.42972  54.5117 i
 4.14141  7.42972  56.837 i
 4.34343  7.42972  59.244 i
 4.54545  7.42972  61.7326 i
 4.74747  7.42972  64.3029 i
 4.94949  7.42972  66.9547 i
 5.15152  7.42972  69.6882 i
 5.35354  7.42972  72.5033 i
 5.55556  7.42972  75.4 i
 5.75758  7.42972  78.3784 i
 5.9596  7.42972  81.4384 i
 6.16162  7.42972  84.58 i
 6.36364  7.42972  87.8032 i
 6.56566  7.42972  91.108 i
 6.76768  7.42972  94.4945 i
 6.9697  7.42972  97.9626 i
 7.17172  7.42972  101.512 i
 7.37374  7.42972  105.144 i
 7.57576  7.42972  108.857 i
 7.77778  7.42972  112.651 i
 7.9798  7.42972  116.527 i
 8.18182  7.42972  120.485 i
 8.38384  7.42972  124.525 i
 8.58586  7.42972  128.646 i
 8.78788  7.42972  132.849 i
 8.9899  7.42972  137.133 i
 9.19192  7.42972  141.499 i
 9.39394  7.42972  145.947 i
 9.59596  7.42972  150.476 i
 9.79798  7.42972  155.087 i
 10  7.42972  159.779 i

# IsoCurve 218, 100 points
# x y z type
-10  7.51004  91.2601 i
-9.79798  7.51004  87.9696 i
-9.59596  7.51004  84.7608 i
-9.39394  7.51004  81.6335 i
-9.19192  7.51004  78.5879 i
-8.9899  7.51004  75.6239 i
-8.78788  7.51004  72.7415 i
-8.58586  7.51004  69.9408 i
-8.38384  7.51004  67.2217 i
-8.18182  7.51004  64.5842 i
-7.9798  7.51004  62.0283 i
-7.77778  7.51004  59.5541 i
-7.57576  7.51004  57.1614 i
-7.37374  7.51004  54.8504 i
-7.17172  7.51004  52.6211 i
-6.9697  7.51004  50.4733 i
-6.76768  7.51004  48.4072 i
-6.56566  7.51004  46.4227 i
-6.36364  7.51004  44.5198 i
-6.16162  7.51004  42.6985 i
-5.9596  7.51004  40.9589 i
-5.75758  7.51004  39.3009 i
-5.55556  7.51004  37.7245 i
-5.35354  7.51004  36.2298 i
-5.15152  7.51004  34.8166 i
-4.94949  7.51004  33.4851 i
-4.74747  7.51004  32.2352 i
-4.54545  7.51004  31.067 i
-4.34343  7.51004  29.9803 i
-4.14141  7.51004  28.9753 i
-3.93939  7.51004  28.0519 i
-3.73737  7.51004  27.2102 i
-3.53535  7.51004  26.45 i
-3.33333  7.51004  25.7715 i
-3.13131  7.51004  25.1746 i
-2.92929  7.51004  24.6594 i
-2.72727  7.51004  24.2257 i
-2.52525  7.51004  23.8737 i
-2.32323  7.51004  23.6033 i
-2.12121  7.51004  23.4145 i
-1.91919  7.51004  23.3074 i
-1.71717  7.51004  23.2819 i
-1.51515  7.51004  23.338 i
-1.31313  7.51004  23.4757 i
-1.11111  7.51004  23.6951 i
-0.909091  7.51004  23.996 i
-0.707071  7.51004  24.3786 i
-0.505051  7.51004  24.8429 i
-0.30303  7.51004  25.3887 i
-0.10101  7.51004  26.0162 i
 0.10101  7.51004  26.7253 i
 0.30303  7.51004  27.516 i
 0.505051  7.51004  28.3884 i
 0.707071  7.51004  29.3423 i
 0.909091  7.51004  30.3779 i
 1.11111  7.51004  31.4952 i
 1.31313  7.51004  32.694 i
 1.51515  7.51004  33.9745 i
 1.71717  7.51004  35.3366 i
 1.91919  7.51004  36.7803 i
 2.12121  7.51004  38.3056 i
 2.32323  7.51004  39.9126 i
 2.52525  7.51004  41.6012 i
 2.72727  7.51004  43.3714 i
 2.92929  7.51004  45.2232 i
 3.13131  7.51004  47.1567 i
 3.33333  7.51004  49.1718 i
 3.53535  7.51004  51.2685 i
 3.73737  7.51004  53.4468 i
 3.93939  7.51004  55.7068 i
 4.14141  7.51004  58.0484 i
 4.34343  7.51004  60.4716 i
 4.54545  7.51004  62.9764 i
 4.74747  7.51004  65.5629 i
 4.94949  7.51004  68.231 i
 5.15152  7.51004  70.9807 i
 5.35354  7.51004  73.812 i
 5.55556  7.51004  76.725 i
 5.75758  7.51004  79.7195 i
 5.9596  7.51004  82.7957 i
 6.16162  7.51004  85.9536 i
 6.36364  7.51004  89.193 i
 6.56566  7.51004  92.5141 i
 6.76768  7.51004  95.9168 i
 6.9697  7.51004  99.4011 i
 7.17172  7.51004  102.967 i
 7.37374  7.51004  106.615 i
 7.57576  7.51004  110.344 i
 7.77778  7.51004  114.155 i
 7.9798  7.51004  118.047 i
 8.18182  7.51004  122.021 i
 8.38384  7.51004  126.077 i
 8.58586  7.51004  130.214 i
 8.78788  7.51004  134.433 i
 8.9899  7.51004  138.734 i
 9.19192  7.51004  143.116 i
 9.39394  7.51004  147.58 i
 9.59596  7.51004  152.125 i
 9.79798  7.51004  156.752 i
 10  7.51004  161.461 i

# IsoCurve 219, 100 points
# x y z type
-10  7.59036  91.3485 i
-9.79798  7.59036  88.0743 i
-9.59596  7.59036  84.8816 i
-9.39394  7.59036  81.7706 i
-9.19192  7.59036  78.7412 i
-8.9899  7.59036  75.7934 i
-8.78788  7.59036  72.9273 i
-8.58586  7.59036  70.1428 i
-8.38384  7.59036  67.4399 i
-8.18182  7.59036  64.8186 i
-7.9798  7.59036  62.279 i
-7.77778  7.59036  59.8209 i
-7.57576  7.59036  57.4445 i
-7.37374  7.59036  55.1498 i
-7.17172  7.59036  52.9366 i
-6.9697  7.59036  50.8051 i
-6.76768  7.59036  48.7552 i
-6.56566  7.59036  46.7869 i
-6.36364  7.59036  44.9003 i
-6.16162  7.59036  43.0952 i
-5.9596  7.59036  41.3718 i
-5.75758  7.59036  39.73 i
-5.55556  7.59036  38.1699 i
-5.35354  7.59036  36.6914 i
-5.15152  7.59036  35.2944 i
-4.94949  7.59036  33.9792 i
-4.74747  7.59036  32.7455 i
-4.54545  7.59036  31.5935 i
-4.34343  7.59036  30.5231 i
-4.14141  7.59036  29.5343 i
-3.93939  7.59036  28.6271 i
-3.73737  7.59036  27.8016 i
-3.53535  7.59036  27.0577 i
-3.33333  7.59036  26.3954 i
-3.13131  7.59036  25.8147 i
-2.92929  7.59036  25.3157 i
-2.72727  7.59036  24.8983 i
-2.52525  7.59036  24.5625 i
-2.32323  7.59036  24.3083 i
-2.12121  7.59036  24.1358 i
-1.91919  7.59036  24.0448 i
-1.71717  7.59036  24.0356 i
-1.51515  7.59036  24.1079 i
-1.31313  7.59036  24.2618 i
-1.11111  7.59036  24.4974 i
-0.909091  7.59036  24.8146 i
-0.707071  7.59036  25.2135 i
-0.505051  7.59036  25.6939 i
-0.30303  7.59036  26.256 i
-0.10101  7.59036  26.8997 i
 0.10101  7.59036  27.625 i
 0.30303  7.59036  28.432 i
 0.505051  7.59036  29.3205 i
 0.707071  7.59036  30.2907 i
 0.909091  7.59036  31.3426 i
 1.11111  7.59036  32.476 i
 1.31313  7.59036  33.6911 i
 1.51515  7.59036  34.9878 i
 1.71717  7.59036  36.3661 i
 1.91919  7.59036  37.826 i
 2.12121  7.59036  39.3676 i
 2.32323  7.59036  40.9908 i
 2.52525  7.59036  42.6956 i
 2.72727  7.59036  44.4821 i
 2.92929  7.59036  46.3501 i
 3.13131  7.59036  48.2998 i
 3.33333  7.59036  50.3311 i
 3.53535  7.59036  52.4441 i
 3.73737  7.59036  54.6386 i
 3.93939  7.59036  56.9148 i
 4.14141  7.59036  59.2726 i
 4.34343  7.59036  61.7121 i
 4.54545  7.59036  64.2331 i
 4.74747  7.59036  66.8358 i
 4.94949  7.59036  69.5201 i
 5.15152  7.59036  72.2861 i
 5.35354  7.59036  75.1336 i
 5.55556  7.59036  78.0628 i
 5.75758  7.59036  81.0736 i
 5.9596  7.59036  84.166 i
 6.16162  7.59036  87.3401 i
 6.36364  7.59036  90.5958 i
 6.56566  7.59036  93.9331 i
 6.76768  7.59036  97.352 i
 6.9697  7.59036  100.853 i
 7.17172  7.59036  104.435 i
 7.37374  7.59036  108.099 i
 7.57576  7.59036  111.844 i
 7.77778  7.59036  115.671 i
 7.9798  7.59036  119.58 i
 8.18182  7.59036  123.57 i
 8.38384  7.59036  127.642 i
 8.58586  7.59036  131.795 i
 8.78788  7.59036  136.031 i
 8.9899  7.59036  140.347 i
 9.19192  7.59036  144.746 i
 9.39394  7.59036  149.226 i
 9.59596  7.59036  153.788 i
 9.79798  7.59036  158.431 i
 10  7.59036  163.156 i

# IsoCurve 220, 100 points
# x y z type
-10  7.67068  91.4498 i
-9.79798  7.67068  88.1918 i
-9.59596  7.67068  85.0154 i
-9.39394  7.67068  81.9206 i
-9.19192  7.67068  78.9074 i
-8.9899  7.67068  75.9759 i
-8.78788  7.67068  73.1259 i
-8.58586  7.67068  70.3576 i
-8.38384  7.67068  67.671 i
-8.18182  7.67068  65.0659 i
-7.9798  7.67068  62.5425 i
-7.77778  7.67068  60.1007 i
-7.57576  7.67068  57.7405 i
-7.37374  7.67068  55.462 i
-7.17172  7.67068  53.2651 i
-6.9697  7.67068  51.1498 i
-6.76768  7.67068  49.1161 i
-6.56566  7.67068  47.164 i
-6.36364  7.67068  45.2936 i
-6.16162  7.67068  43.5048 i
-5.9596  7.67068  41.7976 i
-5.75758  7.67068  40.1721 i
-5.55556  7.67068  38.6282 i
-5.35354  7.67068  37.1659 i
-5.15152  7.67068  35.7852 i
-4.94949  7.67068  34.4861 i
-4.74747  7.67068  33.2687 i
-4.54545  7.67068  32.1329 i
-4.34343  7.67068  31.0787 i
-4.14141  7.67068  30.1061 i
-3.93939  7.67068  29.2152 i
-3.73737  7.67068  28.4059 i
-3.53535  7.67068  27.6782 i
-3.33333  7.67068  27.0321 i
-3.13131  7.67068  26.4677 i
-2.92929  7.67068  25.9849 i
-2.72727  7.67068  25.5837 i
-2.52525  7.67068  25.2641 i
-2.32323  7.67068  25.0262 i
-2.12121  7.67068  24.8699 i
-1.91919  7.67068  24.7952 i
-1.71717  7.67068  24.8021 i
-1.51515  7.67068  24.8907 i
-1.31313  7.67068  25.0609 i
-1.11111  7.67068  25.3127 i
-0.909091  7.67068  25.6461 i
-0.707071  7.67068  26.0612 i
-0.505051  7.67068  26.5578 i
-0.30303  7.67068  27.1361 i
-0.10101  7.67068  27.7961 i
 0.10101  7.67068  28.5376 i
 0.30303  7.67068  29.3608 i
 0.505051  7.67068  30.2656 i
 0.707071  7.67068  31.252 i
 0.909091  7.67068  32.3201 i
 1.11111  7.67068  33.4697 i
 1.31313  7.67068  34.701 i
 1.51515  7.67068  36.014 i
 1.71717  7.67068  37.4085 i
 1.91919  7.67068  38.8847 i
 2.12121  7.67068  40.4425 i
 2.32323  7.67068  42.0819 i
 2.52525  7.67068  43.8029 i
 2.72727  7.67068  45.6056 i
 2.92929  7.67068  47.4899 i
 3.13131  7.67068  49.4558 i
 3.33333  7.67068  51.5034 i
 3.53535  7.67068  53.6325 i
 3.73737  7.67068  55.8433 i
 3.93939  7.67068  58.1357 i
 4.14141  7.67068  60.5098 i
 4.34343  7.67068  62.9654 i
 4.54545  7.67068  65.5027 i
 4.74747  7.67068  68.1216 i
 4.94949  7.67068  70.8222 i
 5.15152  7.67068  73.6043 i
 5.35354  7.67068  76.4681 i
 5.55556  7.67068  79.4135 i
 5.75758  7.67068  82.4406 i
 5.9596  7.67068  85.5492 i
 6.16162  7.67068  88.7395 i
 6.36364  7.67068  92.0114 i
 6.56566  7.67068  95.3649 i
 6.76768  7.67068  98.8001 i
 6.9697  7.67068  102.317 i
 7.17172  7.67068  105.915 i
 7.37374  7.67068  109.595 i
 7.57576  7.67068  113.357 i
 7.77778  7.67068  117.2 i
 7.9798  7.67068  121.125 i
 8.18182  7.67068  125.132 i
 8.38384  7.67068  129.22 i
 8.58586  7.67068  133.39 i
 8.78788  7.67068  137.641 i
 8.9899  7.67068  141.974 i
 9.19192  7.67068  146.389 i
 9.39394  7.67068  150.885 i
 9.59596  7.67068  155.463 i
 9.79798  7.67068  160.122 i
 10  7.67068  164.863 i

# IsoCurve 221, 100 points
# x y z type
-10  7.751  91.564 i
-9.79798  7.751  88.3222 i
-9.59596  7.751  85.162 i
-9.39394  7.751  82.0834 i
-9.19192  7.751  79.0865 i
-8.9899  7.751  76.1712 i
-8.78788  7.751  73.3375 i
-8.58586  7.751  70.5854 i
-8.38384  7.751  67.915 i
-8.18182  7.751  65.3262 i
-7.9798  7.751  62.819 i
-7.77778  7.751  60.3934 i
-7.57576  7.751  58.0495 i
-7.37374  7.751  55.7871 i
-7.17172  7.751  53.6064 i
-6.9697  7.751  51.5074 i
-6.76768  7.751  49.4899 i
-6.56566  7.751  47.5541 i
-6.36364  7.751  45.6999 i
-6.16162  7.751  43.9273 i
-5.9596  7.751  42.2364 i
-5.75758  7.751  40.627 i
-5.55556  7.751  39.0993 i
-5.35354  7.751  37.6533 i
-5.15152  7.751  36.2888 i
-4.94949  7.751  35.006 i
-4.74747  7.751  33.8048 i
-4.54545  7.751  32.6852 i
-4.34343  7.751  31.6472 i
-4.14141  7.751  30.6909 i
-3.93939  7.751  29.8162 i
-3.73737  7.751  29.0231 i
-3.53535  7.751  28.3116 i
-3.33333  7.751  27.6818 i
-3.13131  7.751  27.1336 i
-2.92929  7.751  26.667 i
-2.72727  7.751  26.2821 i
-2.52525  7.751  25.9787 i
-2.32323  7.751  25.757 i
-2.12121  7.751  25.6169 i
-1.91919  7.751  25.5584 i
-1.71717  7.751  25.5816 i
-1.51515  7.751  25.6864 i
-1.31313  7.751  25.8728 i
-1.11111  7.751  26.1408 i
-0.909091  7.751  26.4905 i
-0.707071  7.751  26.9218 i
-0.505051  7.751  27.4347 i
-0.30303  7.751  28.0292 i
-0.10101  7.751  28.7054 i
 0.10101  7.751  29.4631 i
 0.30303  7.751  30.3025 i
 0.505051  7.751  31.2236 i
 0.707071  7.751  32.2262 i
 0.909091  7.751  33.3105 i
 1.11111  7.751  34.4764 i
 1.31313  7.751  35.7239 i
 1.51515  7.751  37.0531 i
 1.71717  7.751  38.4638 i
 1.91919  7.751  39.9562 i
 2.12121  7.751  41.5303 i
 2.32323  7.751  43.1859 i
 2.52525  7.751  44.9232 i
 2.72727  7.751  46.7421 i
 2.92929  7.751  48.6426 i
 3.13131  7.751  50.6247 i
 3.33333  7.751  52.6885 i
 3.53535  7.751  54.8339 i
 3.73737  7.751  57.0609 i
 3.93939  7.751  59.3696 i
 4.14141  7.751  61.7598 i
 4.34343  7.751  64.2317 i
 4.54545  7.751  66.7852 i
 4.74747  7.751  69.4204 i
 4.94949  7.751  72.1371 i
 5.15152  7.751  74.9355 i
 5.35354  7.751  77.8155 i
 5.55556  7.751  80.7772 i
 5.75758  7.751  83.8204 i
 5.9596  7.751  86.9453 i
 6.16162  7.751  90.1518 i
 6.36364  7.751  93.4399 i
 6.56566  7.751  96.8097 i
 6.76768  7.751  100.261 i
 6.9697  7.751  103.794 i
 7.17172  7.751  107.409 i
 7.37374  7.751  111.105 i
 7.57576  7.751  114.883 i
 7.77778  7.751  118.742 i
 7.9798  7.751  122.683 i
 8.18182  7.751  126.706 i
 8.38384  7.751  130.811 i
 8.58586  7.751  134.997 i
 8.78788  7.751  139.264 i
 8.9899  7.751  143.613 i
 9.19192  7.751  148.044 i
 9.39394  7.751  152.557 i
 9.59596  7.751  157.151 i
 9.79798  7.751  161.827 i
 10  7.751  166.584 i

# IsoCurve 222, 100 points
# x y z type
-10  7.83133  91.6911 i
-9.79798  7.83133  88.4655 i
-9.59596  7.83133  85.3216 i
-9.39394  7.83133  82.2592 i
-9.19192  7.83133  79.2785 i
-8.9899  7.83133  76.3794 i
-8.78788  7.83133  73.5619 i
-8.58586  7.83133  70.8261 i
-8.38384  7.83133  68.1719 i
-8.18182  7.83133  65.5993 i
-7.9798  7.83133  63.1083 i
-7.77778  7.83133  60.699 i
-7.57576  7.83133  58.3713 i
-7.37374  7.83133  56.1252 i
-7.17172  7.83133  53.9607 i
-6.9697  7.83133  51.8779 i
-6.76768  7.83133  49.8766 i
-6.56566  7.83133  47.957 i
-6.36364  7.83133  46.1191 i
-6.16162  7.83133  44.3627 i
-5.9596  7.83133  42.688 i
-5.75758  7.83133  41.0949 i
-5.55556  7.83133  39.5834 i
-5.35354  7.83133  38.1536 i
-5.15152  7.83133  36.8053 i
-4.94949  7.83133  35.5387 i
-4.74747  7.83133  34.3538 i
-4.54545  7.83133  33.2504 i
-4.34343  7.83133  32.2287 i
-4.14141  7.83133  31.2886 i
-3.93939  7.83133  30.4301 i
-3.73737  7.83133  29.6532 i
-3.53535  7.83133  28.958 i
-3.33333  7.83133  28.3444 i
-3.13131  7.83133  27.8124 i
-2.92929  7.83133  27.362 i
-2.72727  7.83133  26.9933 i
-2.52525  7.83133  26.7062 i
-2.32323  7.83133  26.5007 i
-2.12121  7.83133  26.3768 i
-1.91919  7.83133  26.3346 i
-1.71717  7.83133  26.374 i
-1.51515  7.83133  26.495 i
-1.31313  7.83133  26.6976 i
-1.11111  7.83133  26.9819 i
-0.909091  7.83133  27.3478 i
-0.707071  7.83133  27.7953 i
-0.505051  7.83133  28.3244 i
-0.30303  7.83133  28.9352 i
-0.10101  7.83133  29.6276 i
 0.10101  7.83133  30.4016 i
 0.30303  7.83133  31.2572 i
 0.505051  7.83133  32.1944 i
 0.707071  7.83133  33.2133 i
 0.909091  7.83133  34.3138 i
 1.11111  7.83133  35.496 i
 1.31313  7.83133  36.7597 i
 1.51515  7.83133  38.1051 i
 1.71717  7.83133  39.5321 i
 1.91919  7.83133  41.0407 i
 2.12121  7.83133  42.6309 i
 2.32323  7.83133  44.3028 i
 2.52525  7.83133  46.0563 i
 2.72727  7.83133  47.8914 i
 2.92929  7.83133  49.8082 i
 3.13131  7.83133  51.8066 i
 3.33333  7.83133  53.8866 i
 3.53535  7.83133  56.0482 i
 3.73737  7.83133  58.2914 i
 3.93939  7.83133  60.6163 i
 4.14141  7.83133  63.0228 i
 4.34343  7.83133  65.5109 i
 4.54545  7.83133  68.0806 i
 4.74747  7.83133  70.732 i
 4.94949  7.83133  73.465 i
 5.15152  7.83133  76.2796 i
 5.35354  7.83133  79.1758 i
 5.55556  7.83133  82.1537 i
 5.75758  7.83133  85.2132 i
 5.9596  7.83133  88.3543 i
 6.16162  7.83133  91.577 i
 6.36364  7.83133  94.8814 i
 6.56566  7.83133  98.2674 i
 6.76768  7.83133  101.735 i
 6.9697  7.83133  105.284 i
 7.17172  7.83133  108.915 i
 7.37374  7.83133  112.628 i
 7.57576  7.83133  116.422 i
 7.77778  7.83133  120.297 i
 7.9798  7.83133  124.255 i
 8.18182  7.83133  128.294 i
 8.38384  7.83133  132.414 i
 8.58586  7.83133  136.617 i
 8.78788  7.83133  140.9 i
 8.9899  7.83133  145.266 i
 9.19192  7.83133  149.713 i
 9.39394  7.83133  154.242 i
 9.59596  7.83133  158.852 i
 9.79798  7.83133  163.544 i
 10  7.83133  168.318 i

# IsoCurve 223, 100 points
# x y z type
-10  7.91165  91.8311 i
-9.79798  7.91165  88.6217 i
-9.59596  7.91165  85.494 i
-9.39394  7.91165  82.4479 i
-9.19192  7.91165  79.4834 i
-8.9899  7.91165  76.6005 i
-8.78788  7.91165  73.7993 i
-8.58586  7.91165  71.0797 i
-8.38384  7.91165  68.4417 i
-8.18182  7.91165  65.8853 i
-7.9798  7.91165  63.4106 i
-7.77778  7.91165  61.0175 i
-7.57576  7.91165  58.706 i
-7.37374  7.91165  56.4761 i
-7.17172  7.91165  54.3279 i
-6.9697  7.91165  52.2612 i
-6.76768  7.91165  50.2763 i
-6.56566  7.91165  48.3729 i
-6.36364  7.91165  46.5511 i
-6.16162  7.91165  44.811 i
-5.9596  7.91165  43.1525 i
-5.75758  7.91165  41.5756 i
-5.55556  7.91165  40.0804 i
-5.35354  7.91165  38.6668 i
-5.15152  7.91165  37.3348 i
-4.94949  7.91165  36.0844 i
-4.74747  7.91165  34.9156 i
-4.54545  7.91165  33.8285 i
-4.34343  7.91165  32.823 i
-4.14141  7.91165  31.8991 i
-3.93939  7.91165  31.0569 i
-3.73737  7.91165  30.2962 i
-3.53535  7.91165  29.6172 i
-3.33333  7.91165  29.0199 i
-3.13131  7.91165  28.5041 i
-2.92929  7.91165  28.07 i
-2.72727  7.91165  27.7175 i
-2.52525  7.91165  27.4466 i
-2.32323  7.91165  27.2573 i
-2.12121  7.91165  27.1497 i
-1.91919  7.91165  27.1237 i
-1.71717  7.91165  27.1793 i
-1.51515  7.91165  27.3165 i
-1.31313  7.91165  27.5354 i
-1.11111  7.91165  27.8359 i
-0.909091  7.91165  28.218 i
-0.707071  7.91165  28.6817 i
-0.505051  7.91165  29.2271 i
-0.30303  7.91165  29.854 i
-0.10101  7.91165  30.5627 i
 0.10101  7.91165  31.3529 i
 0.30303  7.91165  32.2247 i
 0.505051  7.91165  33.1782 i
 0.707071  7.91165  34.2133 i
 0.909091  7.91165  35.3301 i
 1.11111  7.91165  36.5284 i
 1.31313  7.91165  37.8084 i
 1.51515  7.91165  39.17 i
 1.71717  7.91165  40.6132 i
 1.91919  7.91165  42.1381 i
 2.12121  7.91165  43.7445 i
 2.32323  7.91165  45.4326 i
 2.52525  7.91165  47.2024 i
 2.72727  7.91165  49.0537 i
 2.92929  7.91165  50.9867 i
 3.13131  7.91165  53.0013 i
 3.33333  7.91165  55.0975 i
 3.53535  7.91165  57.2753 i
 3.73737  7.91165  59.5348 i
 3.93939  7.91165  61.8759 i
 4.14141  7.91165  64.2986 i
 4.34343  7.91165  66.803 i
 4.54545  7.91165  69.3889 i
 4.74747  7.91165  72.0565 i
 4.94949  7.91165  74.8057 i
 5.15152  7.91165  77.6366 i
 5.35354  7.91165  80.549 i
 5.55556  7.91165  83.5431 i
 5.75758  7.91165  86.6188 i
 5.9596  7.91165  89.7762 i
 6.16162  7.91165  93.0151 i
 6.36364  7.91165  96.3357 i
 6.56566  7.91165  99.7379 i
 6.76768  7.91165  103.222 i
 6.9697  7.91165  106.787 i
 7.17172  7.91165  110.434 i
 7.37374  7.91165  114.163 i
 7.57576  7.91165  117.973 i
 7.77778  7.91165  121.865 i
 7.9798  7.91165  125.839 i
 8.18182  7.91165  129.894 i
 8.38384  7.91165  134.031 i
 8.58586  7.91165  138.249 i
 8.78788  7.91165  142.549 i
 8.9899  7.91165  146.931 i
 9.19192  7.91165  151.394 i
 9.39394  7.91165  155.939 i
 9.59596  7.91165  160.566 i
 9.79798  7.91165  165.274 i
 10  7.91165  170.064 i

# IsoCurve 224, 100 points
# x y z type
-10  7.99197  91.984 i
-9.79798  7.99197  88.7909 i
-9.59596  7.99197  85.6794 i
-9.39394  7.99197  82.6495 i
-9.19192  7.99197  79.7012 i
-8.9899  7.99197  76.8346 i
-8.78788  7.99197  74.0496 i
-8.58586  7.99197  71.3462 i
-8.38384  7.99197  68.7244 i
-8.18182  7.99197  66.1843 i
-7.9798  7.99197  63.7258 i
-7.77778  7.99197  61.3489 i
-7.57576  7.99197  59.0536 i
-7.37374  7.99197  56.84 i
-7.17172  7.99197  54.7079 i
-6.9697  7.99197  52.6575 i
-6.76768  7.99197  50.6888 i
-6.56566  7.99197  48.8016 i
-6.36364  7.99197  46.9961 i
-6.16162  7.99197  45.2722 i
-5.9596  7.99197  43.6299 i
-5.75758  7.99197  42.0693 i
-5.55556  7.99197  40.5903 i
-5.35354  7.99197  39.1929 i
-5.15152  7.99197  37.8771 i
-4.94949  7.99197  36.643 i
-4.74747  7.99197  35.4904 i
-4.54545  7.99197  34.4195 i
-4.34343  7.99197  33.4303 i
-4.14141  7.99197  32.5226 i
-3.93939  7.99197  31.6966 i
-3.73737  7.99197  30.9522 i
-3.53535  7.99197  30.2894 i
-3.33333  7.99197  29.7082 i
-3.13131  7.99197  29.2087 i
-2.92929  7.99197  28.7908 i
-2.72727  7.99197  28.4545 i
-2.52525  7.99197  28.1999 i
-2.32323  7.99197  28.0268 i
-2.12121  7.99197  27.9354 i
-1.91919  7.99197  27.9256 i
-1.71717  7.99197  27.9975 i
-1.51515  7.99197  28.1509 i
-1.31313  7.99197  28.386 i
-1.11111  7.99197  28.7027 i
-0.909091  7.99197  29.1011 i
-0.707071  7.99197  29.581 i
-0.505051  7.99197  30.1426 i
-0.30303  7.99197  30.7858 i
-0.10101  7.99197  31.5107 i
 0.10101  7.99197  32.3171 i
 0.30303  7.99197  33.2052 i
 0.505051  7.99197  34.1749 i
 0.707071  7.99197  35.2262 i
 0.909091  7.99197  36.3592 i
 1.11111  7.99197  37.5738 i
 1.31313  7.99197  38.87 i
 1.51515  7.99197  40.2478 i
 1.71717  7.99197  41.7073 i
 1.91919  7.99197  43.2483 i
 2.12121  7.99197  44.871 i
 2.32323  7.99197  46.5754 i
 2.52525  7.99197  48.3613 i
 2.72727  7.99197  50.2289 i
 2.92929  7.99197  52.1781 i
 3.13131  7.99197  54.2089 i
 3.33333  7.99197  56.3213 i
 3.53535  7.99197  58.5154 i
 3.73737  7.99197  60.7911 i
 3.93939  7.99197  63.1484 i
 4.14141  7.99197  65.5874 i
 4.34343  7.99197  68.108 i
 4.54545  7.99197  70.7101 i
 4.74747  7.99197  73.394 i
 4.94949  7.99197  76.1594 i
 5.15152  7.99197  79.0065 i
 5.35354  7.99197  81.9352 i
 5.55556  7.99197  84.9455 i
 5.75758  7.99197  88.0374 i
 5.9596  7.99197  91.211 i
 6.16162  7.99197  94.4662 i
 6.36364  7.99197  97.803 i
 6.56566  7.99197  101.221 i
 6.76768  7.99197  104.721 i
 6.9697  7.99197  108.303 i
 7.17172  7.99197  111.966 i
 7.37374  7.99197  115.711 i
 7.57576  7.99197  119.538 i
 7.77778  7.99197  123.446 i
 7.9798  7.99197  127.436 i
 8.18182  7.99197  131.507 i
 8.38384  7.99197  135.66 i
 8.58586  7.99197  139.895 i
 8.78788  7.99197  144.211 i
 8.9899  7.99197  148.609 i
 9.19192  7.99197  153.089 i
 9.39394  7.99197  157.65 i
 9.59596  7.99197  162.293 i
 9.79798  7.99197  167.017 i
 10  7.99197  171.823 i

# IsoCurve 225, 100 points
# x y z type
-10  8.07229  92.1498 i
-9.79798  8.07229  88.9729 i
